Portal,Date,Time,Download Status,Customer PO Number,Directory path,SAP Order number,Order confirm Date,Processing Status,Comments
KHS,29082020,2200,Success,0045197976.pd,E:\Pratibha\Rexnord\Rexnord Automation-Ui\src\assets\KHS\Run\29082020\Data\KHS_29082020_2200_ZMEOORD49_0045197976.pdf.crdownload,,,Pending,NA,
KHS,29082020,2200,Success,0045203964.pd,E:\Pratibha\Rexnord\Rexnord Automation-Ui\src\assets\KHS\Run\29082020\Data\KHS_29082020_2200_ZMEOORD49_0045203964.pdf.crdownload,,,Pending,NA,
